POI_ID,ADD_ID,PLACENAME,PLACENAME2,ABBREVIATEDPLACENAME,BL_NAME,BL_CLASS,SERVICE_TYPE,PHOTOURL,URL,CONTACT,HOURS,LICENSE,MANAGE,STATUS,LEED,HTML,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,GLOBALID,BCN_CODE,BCN_LANDUSE,BCN_NOEMP,BCN_CLASS,LAT,LONG
VPOI10161,VAD10605,Marine Drive Residence Front Desk,Front Desk,,,Front Desk,housing_student,,http://vancouver.housing.ubc.ca/residences/marine-drive-residence/,Phone: (604) 827-3242; Email: information.housing@ubc.ca,,N,,Current,Anchor,,,,TOML,20221219203054,{1572F017-1552-4A4B-854E-87CD9017579A},,,,,-123.256759,49.261441
VPOI10171,VAD10617,Acadia Park Residence Front Desk,Front Desk,,,Front Desk,housing_student,,http://vancouver.housing.ubc.ca/residences/acadia-park/,Phone: (604) 822-3172; Email: family@housing.ubc.ca,,N,,Current,Anchor,,,,TOML,20221219203054,{713EE463-FDA7-4B63-9B1F-EF5630BB93EF},,,,,-123.237335,49.262587
VPOI10446,VAD11119,Browns Crafthouse,,,,,restaurant,,https://www.brownscrafthouse.com/,Phone: (604) 259-6885,M-Th: 11 am - 11 pm; Fri -Sat: 11 am - 12 am ; Sun: 11 am - 11 pm,Y,,Current,Food,,RACHELW,20220125181404,TOML,20221219202329,{25B688A3-94DF-41CD-A4BA-1F631A00F5A1},,,,,-123.248668,49.266106
VPOI10447,VAD11127,Kinton Ramen,,,,,restaurant,,https://www.kintonramen.com/,Phone: (604) 423-5452,Daily: 11:30 am - 8:30 pm; Closed Holidays,Y,,Current,Food,,RACHELW,20220125181404,TOML,20221219202329,{07DEABD1-895D-436F-83F5-4C2412EC7371},,,,,-123.248412,49.266093
VPOI10448,VAD11115,Sesame,,,,,restaurant,,https://www.1menu.ca/sesameubc,Phone: (604) 423-9008,M-F: 11 am - 9 pm; Sat-Sun: 11 am - 7 pm ,Y,,Current,Food,,RACHELW,20220125181404,TOML,20221219202329,{9163A310-A900-419B-B94A-4954F1CD832E},,,,,-123.248262,49.266111
VPOI10449,VAD11192,Body Energy Club ,,,,,retail,,https://www.bodyenergyclub.com/?utm_campaign=gmb&utm_source=local&utm_medium=organic,Phone: (778) 570-0715 ; Email: customercare@bodyenergyclub.com,M-F: 8 am - 10 pm; Sat-Sun: Closed,Y,,Current,Services,,RACHELW,20220125181404,TOML,20221219202329,{AAC31649-361A-454E-893E-5D286BE22279},,,,,-123.248044,49.266259
VPOI10450,VAD11193,Focal Dental,,,,,medical,,https://focaluniversitydentist.ca/,Phone: (604) 423-9383,M-W: 9 am - 5 pm; Th: 9 am - 4 pm; Fri: 7:30 am - 3 pm; Sat-Sun: Closed,Y,,Current,Services,,RACHELW,20220125181404,TOML,20221219202329,{4C52A9B6-700F-4A07-8C33-F7AC48897E3D},,,,,-123.248272,49.266282
VPOI10451,VAD11116,Telus & Koodo,,,,,retail,,https://stores.telus.com/jk-connected-enterprise-vancouver-1,Phone: (236) 428-2287,M-S: 10 am - 6 pm; Sun: Closed,Y,,Current,Services,,RACHELW,20220125181404,TOML,20221219202329,{15DC3229-4FDE-46CC-BE92-CB9E4FE83368},,,,,-123.248443,49.26627
VPOI10432,VAD10613,Gage Residence Front Desk,Front Desk,,,Front Desk,housing_student,,http://vancouver.housing.ubc.ca/residences/place-vanier/,,,N,,Current,Anchor,,RACHELW,20210430001849,TOML,20221219203054,{81AB35BB-8403-44F6-8C16-0887FD28DF92},,,,,-123.249617,49.269436
VPOI10434,VAD10450,Saltwater/k̓ʷaƛ̓kʷəʔaʔɬ Front Desk,Front Desk,,,Front Desk,housing_student,,http://vancouver.housing.ubc.ca/residences/place-vanier/,,,N,,Current,Anchor,,RACHELW,20210430001858,TOML,20221219203054,{A0A107B8-575C-4D06-95F6-8AE7C5A748EF},,,,,-123.248569,49.269278
VPOI10433,VAD10450,Exchange Front Desk,Front Desk,,,Front Desk,housing_student,,http://vancouver.housing.ubc.ca/residences/exchange/,,,N,,Current,Anchor,,RACHELW,20210906050057,TOML,20221219203054,{D7C8B7F4-7D94-403B-89A8-FFA44B0B2F2C},,,,,-123.248488,49.268847
VPOI10145,VAD10219,Rain or Shine,Rain or Shine Ice Cream,,,,cafe,,http://rainorshineicecream.com/,Phone: (604) 620-2004; Email: human@rainorshineicecream.com,Daily: 12 pm - 10 pm,Y,,Current,Services,,,,TOML,20221219202329,{4BF7829B-8D73-4A53-8E32-808A15889B48},,,,,-123.246875,49.266422
VPOI10425,VAD10091,Nori,,,,,cafe,,https://www.facebook.com/pg/noriubc/about/?ref=page_internal,,M-Sat: 11 am - 7 pm; Sun: Closed,Y,,Current,Services,,,,TOML,20221219202329,{4DD512C1-7BC5-4F4B-A0C6-4BA81C0FCFE3},,,,,-123.247587,49.266199
VPOI10034,VAD10220,JJ Bean,JJ Bean Coffee,,,,cafe,,https://jjbeancoffee.com/our-locations/ubc/,Phone: (604) 559-9252; Email:  info@jjbeancoffee.com,M-F: 7 am - 8 pm; Sat-Sun: 8 am - 6 pm,Y,,Current,Services,,,,TOML,20221219202329,{C749D6A9-B7AC-42CF-9C58-16ED42FDC561},,,,,-123.246873,49.266293
VPOI10035,VAD10094,Jamjar,Jamjar Canteen,,,,cafe,,http://www.jam-jar.ca/,Phone: (604) 620-5320,Daily: 11:30 am - 10 pm; Closed Holidays,Y,,Current,Services,,,,TOML,20221219202329,{47EE5981-2D2D-41F1-BD60-4CF5B4025C81},,,,,-123.247143,49.266255
VPOI10036,VAD10092,Tacomio,,,,,cafe,,http://www.tacomio.ca/,Phone: (604) 288-9511,Daily: 11 am - 8 pm,Y,,Current,Services,,,,TOML,20221219202329,{8AA181CB-4837-42D9-B541-4AF638E72B91},,,,,-123.247244,49.266242
VPOI10320,VAD10090,Uncle Fatih's Pizza,,,,,restaurant,,http://orders.unclefatih.com/zgrid/themes/10788/intro/index.jsp,Phone: (604) 428-6253,W-Sat: 11 am - 12 am; Sun-Tu: 11 am - 11 pm,Y,,Current,Services,,GISSTUD1,20180719182209,TOML,20221219202329,{DDA4FE06-227E-42B8-8929-9CB642EBC063},,,,,-123.247505,49.266209
VPOI10445,VAD11089,The Downlow Chicken Shack,,,,,restaurant,,https://www.dlchickenshack.ca/,Phone: (604) 283-1385; Email: doug@dlchickenshack.ca,M-Sat: 11 am - 9 pm ; Sun: 11 am - 4:30 pm,Y,,Current,Food,,RACHELW,20220125181404,TOML,20221219202329,{070FADCD-3195-4F9F-8CAE-EFD809BDD594},,,,,-123.247689,49.266182
VPOI10429,VAD10216,Tim Hortons Orca,,,,cafe,cafe,,http://www.food.ubc.ca,Phone: (604) 822-4221,M-F: 8 am - 6 pm; Sat: 11 am - 4 pm; Sun: Closed,N,,Current,Services,,RACHELW,20210430002613,TOML,20221219202432,{EA835DC3-5FD6-4858-B289-14C2C6000E5B},,,,,-123.249964,49.26871
VPOI10407,VAD10440,St. Mark's Chapel,,,,,worship,,http://www.stmarksparishvancouver.ca/,Phone: (604) 822-0261; Email: parish.smark@rcav.org,M-F: 12:10 pm; Sun: 9:30 am,N,,Current,Civic,,,,TOML,20221219202517,{A6B56842-702E-4BE6-AFC8-EAE515E7B596},,,,,-123.249007,49.272035
VPOI10127,VAD10440,St. Mark's Parish,,,,,worship,,http://www.stmarksparishvancouver.ca/,Phone: (604) 822-0261; Email: parish.smark@rcav.org,M-Th: 9 am - 4:30 pm ; F-Sun: Closed,N,,Current,Civic,,,,TOML,20221219202517,{4015E668-912A-4127-9BC7-086291C4964E},,,,,-123.248943,49.272161
VPOI10294,VAD11095,Totem Park Residence Front Desk,Front Desk,,,Front Desk,housing_student,,http://vancouver.housing.ubc.ca/residences/totem-park/,Phone: (604) 822-3304; Email: information@housing.ubc.ca,,N,,Current,Anchor,,,,TOML,20221219203054,{1D24987D-9B27-4382-AB14-A84C6705F909},,,,,-123.253011,49.25803
VPOI10313,VAD10828,Carey Theological College,Carey Theological College,,,,worship,,http://www.carey-edu.ca,Phone: (604) 225-5920; Email: info@carey-edu.ca; Toll-free: 1-844-862-2739,,N,,Current,Civic,,,,TOML,20221219202517,{99DCE7D1-8CF3-4ED5-8EC7-2BACE97E3050},,,,,-123.248494,49.271734
VPOI10001,VAD10127,Green College Front Desk,,,,Front Desk,housing_student,,http://www.greencollege.ubc.ca/,Phone: (604) 822-8660; Email: gc.reception@ubc.ca; Fax: (604) 822-8742,M-F: 9 am - 12 pm & 1 pm - 4 p m; Sat-Sun: Closed,N,,Current,Anchor,,,,TOML,20221219203054,{8059EC2C-EE73-4478-8CF1-02458425F86E},,,,,-123.25636,49.27102
VPOI10002,VAD10103,Orchard Commons Residence Front Desk,Front Desk,,,Front Desk,housing_student,,http://vancouver.housing.ubc.ca/residences/orchard-commons/,Email: information@housing.ubc.ca,,N,,Current,Anchor,,,,TOML,20221219203054,{DEEA5DB0-266B-40C2-BDCA-AFBCB2484959},,,,,-123.250932,49.260072
VPOI10322,VAD10364,Place Vanier Residence Front Desk,Front Desk,,,Front Desk,housing_student,,http://vancouver.housing.ubc.ca/residences/place-vanier/,,,N,,Current,Anchor,,,,TOML,20221219203054,{6BBF59D3-7831-449A-ACB4-4A59CBFD43AE},,,,,-123.258395,49.264747
VPOI10040,VAD10474,Great Dane Coffee,,,,cafe,cafe,,http://www.greatdanecoffee.com/,Phone: (604) 558-2190; Email: andrew@greatdanecoffee.com,M-F: 8 am - 4 pm; Sat-Sun: 9 am - 3 pm,Y,,Current,Services,,,,TOML,20221219203604,{37DC4E18-4397-4631-9ED9-C81A9FBAD09D},,,,,-123.250735,49.270078
VPOI10010,VAD10706,Epiphany Chapel,,,,,worship,,,Phone: (604) 822-9815,,N,,Current,Civic,,,,TOML,20221219203604,{8F3B4519-0EEE-4881-AB79-41034A2AA5F6},,,,,-123.252257,49.271581
VPOI10360,VAD10436,St. Andrew's Hall,,,,,worship,,http://www.standrews.edu/,Phone: (604) 822-9720; Email: bpaul@standrews.edu,M-F: 9 am - 5 pm; Sat-Sun: Closed,N,,Current,Civic,,,,TOML,20221219203604,{C5AC2B4C-6144-49D7-ACC3-4F8FB76D7E6B},,,,,-123.251896,49.270357
VPOI10030,VAD11083,Graduate and Postdoctoral Studies,,,,,faculty/school,,https://www.grad.ubc.ca/,Phone: (604) 822-2848; Fax: (604) 822-5802,M-F: 8:30 am to 4 pm; Sat-Sun: Closed,N,,Current,Civic,,,,TOML,20221219213710,{13081F70-7F1E-4902-A996-86A368C29BA0},,,,,-123.257877,49.268419
VPOI10061,VAD11083,Graduate Student Society,,,,,campus_services,,https://gss.ubc.ca/,Phone: (604) 822-3203; Email: info@gss.ubc.ca,M-W: 9 am - 5 pm; Th: 10 am - 4 pm; Fri: 9 am - 5 pm,N,,Current,Civic,,,,TOML,20221219213710,{5FCB3108-ED75-4F8B-BA78-521447673A71},,,,,-123.257836,49.26837
VPOI10071,VAD10180,Roy Barnett Recital Hall,,,,,attraction,http://www.infrastructuredevelopment.ubc.ca/rrs2/photos/575.jpg,http://www.music.ubc.ca/about-us/facilities/roy-barnett-recital-hall.html,,,N,,Current,Civic,,,,TOML,20221219213710,{9BD82704-896B-41CD-BB9F-D95F2103B660},,,,,-123.256806,49.267439
VPOI10111,VAD10281,"Applied Science, Faculty of",,,,,faculty/school,,https://apsc.ubc.ca/,Phone: (604) 822-6413; Email: info@apsc.ubc.ca,,N,,Current,Civic,,,,TOML,20221219203531,{E68CC851-FC4B-4396-B49B-E391952B0C94},,,,,-123.250076,49.262344
VPOI10275,VAD10184,"Education, Faculty of",,,,,faculty/school,,https://educ.ubc.ca/,Phone: (604) 822-5242; Email: info.educ@ubc.ca,,N,,Current,Civic,,,,TOML,20221219203531,{6732E241-4A57-49F8-8EE1-DA9C227C1521},,,,,-123.252554,49.26392
VPOI10291,VAD10276,"Forestry, Faculty of",,,,,faculty/school,,http://www.forestry.ubc.ca/,Phone: (604) 822-2727; Email: for.recep@ubc.ca; Fax: (604) 822-8645,,N,,Current,Civic,,,,TOML,20221219203531,{7B827E0B-22C8-4706-A85A-E5D74BFBA108},,,,,-123.248814,49.260474
VPOI10292,VAD10479,"Dentistry, Faculty of",,,,,faculty/school,,http://www.dentistry.ubc.ca/,Phone: (604) 822-7566; Email: http://www.dentistry.ubc.ca/contact-form/?dept=DMD,,N,,Current,Civic,,,,TOML,20221219203531,{49C2917F-3BE5-468A-84F8-C4B38A1E02F0},,,,,-123.246729,49.264799
VPOI10242,VAD10230,"Land and Food Systems, Faculty of",,,,,faculty/school,,http://www.landfood.ubc.ca/,Phone: (604) 822-1219; Email: lfs.dean@ubc.ca,,N,,Current,Civic,,,,TOML,20221219203531,{66970B61-FBF2-4E68-8649-A78A70791729},,,,,-123.251016,49.260978
VPOI10162,VAD10106,"Pharmaceutical Sciences, Faculty of",,,,,faculty/school,,https://pharmsci.ubc.ca/,Phone: (604) 827-2673; Fax: (604) 822-3035,M-F: 8 am - 6 pm; Sat-Sun: Closed,N,,Current,Civic,,,,TOML,20221219203531,{45FF362C-B3F7-43C7-8A6E-16B8AF51059D},,,,,-123.242775,49.262584
VPOI10163,VAD10479,"Medicine, Faculty of",,,,,faculty/school,,http://www.med.ubc.ca/,Phone: (604) 822-2421; Email: http://www.med.ubc.ca/about/contact/; Fax: (604) 822-6061,M-F: 8:30 am to 4:30 pm; Sat-Sun: Closed,N,,Current,Civic,,,,TOML,20221219203531,{B9216E90-CABC-4B86-AD74-8F3DB7DB89A3},,,,,-123.246793,49.264862
VPOI10164,VAD11040,"Science, Faculty of",,,,,faculty/school,,https://science.ubc.ca/,Phone: (604) 822-3820; Email: advising@science.ubc.ca; Fax: (604) 822-4282,M-F: 9:30 am - 4 pm; Sat-Sun: Closed,N,,Current,Civic,,,,TOML,20221219203531,{FAAF0F3D-CED3-47F7-9513-4E86521533D6},,,,,-123.252022,49.263
VPOI10264,VAD10841,"Arts, Faculty of",,,,,faculty/school,,https://www.arts.ubc.ca/,Phone: (604) 822-3828; Fax: (604) 822-6096; Email: arts.reception@ubc.ca,,N,,Current,Civic,,,,TOML,20221219203531,{FA93C9D1-B2DA-4AEC-ACE8-6BDB9635A866},,,,,-123.254922,49.268351
VPOI10014,VAD10562,Shoppers Drug Mart Strangway,,,,,pharmacy,http://farm2.staticflickr.com/1393/801765508_a8ee553937.jpg,www.shoppersdrugmart.ca/,Phone: (604) 228-1533,Daily: 8 am - 10 pm,Y,,Current,Retail,,,,TOML,20221228215931,{5F3342A8-09C0-4B0C-82EC-2E19CA9D141F},,,,,-123.245811,49.266108
VPOI10146,VAD10560,Boulevard Coffee,,,,,cafe,,http://www.theboulevard.ca/index.html,Phone: (604) 827-4488; Email: info@theboulevard.ca,Daily: 7 am - 7 pm; Holidays: 8 am - 6 pm,Y,,Current,Services,,,,TOML,20221228215931,{FED3CAFE-ABD3-49B0-87C7-48F9968FBEDC},,,,,-123.24641,49.266011
VPOI10255,VAD10561,Scotia Bank,,,,,bank,,http://www.scotiabank.com/ca/en/,Phone: (604) 225-2265,"M-W,F: 9:30 am - 5 pm; Th: 9:30 am - 6 pm; Sat: 9 am - 4 pm; Sun: Closed",Y,,Current,Services,,,,TOML,20221228215931,{821C59C5-4E10-4AFD-8151-1320AF17896E},,,,,-123.246183,49.266044
VPOI10452,VAD11164,Chatime,,,,,cafe,,https://chatime.com/order/ubc/?utm_source=ctwebsite&utm_medium=locations-page&utm_campaign=coo2,Phone: (604) 558-8620,Daily: 11 am - 10 pm,Y,,Current,Food,,RACHELW,20220125181404,TOML,20221228215931,{1E08ADEA-2C1C-43D5-878F-BFFF25C4D714},,,,,-123.246737,49.265842
VPOI10453,VAD10563,Steve's Poke Bar,,,,,restaurant,,https://www.stevespokebar.ca/menu,Phone: (604) 221-8565; Email: ubc@pokebar.ca,Daily: 11 am - 7 pm,Y,,Current,Food,,RACHELW,20220125181404,TOML,20221228215931,{842969CB-9B9E-44EE-8651-D42762BA9F70},,,,,-123.246716,49.265965
VPOI10454,VAD11168,Uni Vision Eyecare,,,,,retail,,http://www.uni-vision.ca/,Phone: (604) 827-0902 ; Email: Uniubc@gmail.com,M-F: 10:30 am - 6:30 pm; Sat-Sun: Closed,Y,,Current,Services,,RACHELW,20220125181404,TOML,20221228215931,{AE0949DE-F292-4780-957D-0BE147D177FD},,,,,-123.246598,49.265973
VPOI10455,VAD11169,Ryuu Japanese Kitchen,,,,,restaurant,,https://www.ryuujapanesekitchen.com/,Phone: (604) 221-1381,Daily: 11 am - 9 pm,Y,,Current,Food,,RACHELW,20220125181404,TOML,20221228215931,{5CB701A5-3656-4CCF-B96F-F7B58BC5BCEB},,,,,-123.246517,49.265985
VPOI10193,,Michael Smith Park,Michael Smith Park,,,garden,park,,,,,N,,Current,Civic,,,,TOML,20230117225329,{9C502DE4-AF35-4D4E-AAC9-F2E3E8BB6977},,,,,-123.232653,49.253641
VPOI10246,VAD10774,BC Liqour Store,,,,,retail,,http://www.bcliquorstores.com/store/locator/192,Phone: (604) 225-5220,M-Tu: 10 am - 7 pm; W-Sat: 10 am - 9 pm; Sun: 11 am - 6 pm,Y,,Current,Retail,,,,TOML,20230117200238,{C021D04A-A078-4DE2-BC3D-78D7E8E535DB},,,,,-123.236228,49.254529
VPOI10424,,Chinook,Chinook Child Care,,,,child_care,,https://childcare.ubc.ca/,Phone: (604) 822-5343; Email: childcare@housing.ubc.ca; Fax: (604) 822-9195,,N,,UEL,Civic,,,,TOML,20230117234059,{DB48F973-89CB-4518-ACCC-3C1F5DE39A76},,,,,-123.23331,49.261847
VPOI10437,VAD11122,Greenheart TreeWalk,Greenheart TreeWalk,,,attraction,park,http://www.infrastructuredevelopment.ubc.ca/rrs2/photos/099.jpg,http://www.botanicalgarden.ubc.ca/canopy-walkway,Phone: (604) 822-4208; Email: info@greenheart.ca,Daily: 10 am - 4 pm,N,,Current,Civic,,RACHELW,20210621215252,TOML,20230117222755,{75CD165A-BEE4-4A80-8552-755A69B9DC24},,,,,-123.245381,49.25013
VPOI10419,,Norma Rose Point School,,,,,school,,http://go.vsb.bc.ca/schools/normarosepoint/Pages/Default.aspx,Phone: (604) 713-5950; Email: rosepoint@vsb.bc.ca; Fax: (604) 713-5932,M-F: 8:15 am - 3:30 pm; Sat-Sun: Closed,N,,UEL,Civic,,,,TOML,20230117234059,{BA7C8DD0-8DD5-4345-9F28-6933BAF41C1E},,,,,-123.232229,49.262027
VPOI10234,VAD10078,Wesbrook Medical Clinic,,,,,medical,,,Phone: (604) 259-7744,M-F: 9 am - 5 pm; Sat: 9 pm - 3 pm; Sun: Closed,Y,,Current,Civic,,,,TOML,20230117195532,{4A5C7763-B6DC-4A77-9BD3-F5D1BD75D6AD},,,,,-123.235675,49.254776
VPOI10426,,Khorana Park,Khorana Park,,,garden,park,,http://wesbrook.app2.thoughtshop.com/posts/khorana-park#.VYm4W_m4S70,,,N,,Current,Civic,,,,TOML,20230117224917,{EDA25446-318E-4BDB-AFEB-5E123072CF70},,,,,-123.232273,49.255353
VPOI10422,,University Golf Club,University Golf Club,,,garden,other,http://pinterest.com/pin/124412008426428017/,http://www.universitygolf.com,Phone: (604) 224-7799; Email: admin@universitygolf.com,,N,,UEL,Services,,,,TOML,20230117234059,{B1BEF37E-1880-4C8D-9988-3EB00C44BB60},,,,,-123.228769,49.263952
VPOI10186,,Mundell Park,Mundell Park,,,garden,park,,http://www.discoverwesbrook.com/posts/mundell-park#.WWPTuojyvcs,,,N,,Current,Civic,,,,TOML,20230117225329,{C18F1919-F66C-4A72-A7B0-CD75CF4E5F89},,,,,-123.236175,49.252312
VPOI10342,VAD10774,Chef Hung Taiwanese Beef Noodle,,,,,restaurant,,https://www.chefhungnoodle.com/home.php,Phone: (604) 228-8765,Daily: 11 am - 9 pm,Y,,Current,Services,,,,TOML,20230117200238,{1DD22006-037C-455F-8A0C-D12BABD28C11},,,,,-123.236276,49.254311
VPOI10055,,Pacific Spirit Regional Park,,PSRP,,PSRP,park,,,,,N,,UEL,Civic,,,,TOML,20230117234059,{DB93B361-B233-4B2B-9E1F-87EDF321D2ED},,,,,-123.225461,49.251777
VPOI10042,VAD10100,Bean Around The World,,,,cafe,cafe,,https://batwcoffee.com/pages/bean-around-the-world-ubc,Phone: (604) 568-8893,Daily: 8 am - 5 pm,Y,,Current,Services,,,,TOML,20230109235241,{6B7C2FFD-5573-4A1B-A3AD-406A04374D91},,,,,-123.248048,49.258854
VPOI10303,VAD10100,Old Barn Community Centre,,,,,campus_services,,https://www.myuna.ca/recreation/,Phone: (604) 827-4469,Daily: 7 am - 7 pm,,,Current,Civic,,GISSTUD1,20180117190927,TOML,20230109235944,{0048CC7B-47BE-454A-B3A2-C48A0D88F8BF},,,,,-123.248329,49.258927
VPOI10050,VAD10100,Old Barn Community Centre Exercise Room,,,,,athletics,http://www.oldbarn.ca/wp-content/uploads/Gym5858.jpg,https://wearecommunityvan.ca/,reception@oldbarn.ca</br>Phone: (604) 827-4469,Daily: 8:30 am - 10 pm,N,,Current,Services,,,,TOML,20230109235944,{A90505AF-E471-4E96-944A-B0190517B9C1},,,,,-123.248394,49.259014
VPOI10013,VAD10064,Vancity,,,,,bank,,https://www.vancity.com,,,Y,,Current,,,,,TOML,20230117201626,{5F62866A-5FD3-4BC1-8547-F939AA19862D},,,,,-123.235411,49.254953
VPOI10142,VAD10774,VNYSA studio,,,,,commercial_services,,http://www.thehotboxyoga.com/,Phone: 1-844-484-9642; Email: info@thehotboxyoga.com,,Y,,Current,Services,,,,TOML,20230117200238,{E00BE9B2-CA37-45F4-8FF4-0A1CBB849D1E},,,,,-123.236409,49.254474
VPOI10363,VAD10774,Black Tusk Research Group,,,,,commercial_services,,,,,,,Current,Services,,GISSTUD1,20180712210235,TOML,20230117200238,{465FC5BC-705C-4208-854C-544B15C44B6D},,,,,-123.236322,49.254458
VPOI10314,VAD10774,UBC Properties Trust,UBC Properties Trust General Office,UBCPT,,,other,,https://www.ubcproperties.com/,Phone: (604) 731-3103,,,,Current,,,GISSTUD1,20180713174847,TOML,20230117200238,{D2D4D906-FB6D-4FB4-B74F-306E2E2BA097},,,,,-123.236379,49.254516
VPOI10356,VAD10774,Faculty Staff Housing and Relocation Services,,,,,campus_services,,http://www.hr.ubc.ca/housing-relocation/,Phone: (604) 822-6115,,,,Current,Civic,,GISSTUD1,20180712225355,TOML,20230117200238,{77C8CCB7-62C3-404C-8437-F05796BE18DF},,,,,-123.236501,49.254539
VPOI10102,VAD10075,Insure BC,,,,,commercial_services,,http://www.insurebc.ca/,Phone: (604) 221-7080; Fax: (604) 221-7082,M-F: 9 am - 6 pm; Sat: 10 am - 6 pm; Sun: Closed,Y,,Current,Services,,,,TOML,20230117201626,{777386E5-2569-4FB9-87AC-1D3260D79EA7},,,,,-123.235361,49.254846
VPOI10369,VAD10486,University Village Medical and Dental Clinic,,,,,medical,,http://www.universityvillageclinic.com/,Phone: (604) 222-2273,M-F: 8 am - 5 pm; Sat-Sun: Closed,,,Current,Civic,,GISSTUD1,20180117190927,TOML,20230117200544,{5827ACFB-EB7B-4FB7-BA68-2A7BA261DD00},,,,,-123.235633,49.253566
VPOI10387,VAD11120,UBC Farm Centre,Centre for Sustainable Food Systems at UBC Farm,,,,attraction,http://ubcfarm.ubc.ca/wp-content/uploads/2010/05/Picture-043.jpg,http://ubcfarm.ubc.ca,Email: farm.team@ubc.ca</br>Phone: (604) 822-5092; Fax: (604) 822-6839,Daily: 9 am - 5 pm,N,,Current,Civic,,,,TOML,20230117225329,{543E7F4F-D71E-4A61-BC5C-4E476DD88FA1},,,,,-123.23862,49.250585
VPOI10029,VAD10069,Wesbrook Village Dental Ctr,,,,,commercial_services,,http://www.wesbrookvillagedental.com/,Phone: (604) 221-7600; Email: info@wesbrookvillagedental.com,"M-Tu,Th: 8:30 am - 5 pm; Wed: 9 am - 6 pm; Fri: 7:30 am - 2 pm; Sat/Sun: Clos",Y,,Current,Services,,,,TOML,20230117201626,{495F81CE-F541-42DC-BE3C-2BA725C82928},,,,,-123.235292,49.254761
VPOI10173,VAD10073,Tapestry,,,,,seniors,,http://www.discovertapestry.com/our-communities/tapestry-at-wesbrook-village/,Phone: (604) 225-5000,,Y,,Current,Civic,,,,TOML,20230117201626,{84778721-5ECD-449E-A6C8-EADA9D90937C},,,,,-123.235097,49.254766
VPOI10377,VAD11120,Farmers’ Market,Farmers’ Market,,,attraction,farmers market,,,,Tu: 4 pm - 6 pm; Sat: 10 am - 2 pm,N,,Current,Retail,,,,TOML,20230117225329,{0E2FEA72-0E4B-4F9A-A497-58E27E645CBD},,,,,-123.237846,49.250699
VPOI10331,VAD11070,Poke by Ryuu,,,,,restaurant,,https://ryuuorder.com/,,,Y,,Current,,,,,TOML,20230117201626,{0DB6D1A3-D546-4E43-984F-F8CD32FFE3FC},,,,,-123.234979,49.254372
VPOI10185,,Nobel Park,Nobel Park,,,garden,park,,http://wesbrook.app2.thoughtshop.com/posts/nobel-park#.VYm4Wfm4S70,,,N,,Current,Civic,,,,TOML,20230117225329,{430AB3AD-B3F4-428E-A63C-014FCB47DD4C},,,,,-123.2333,49.250134
VPOI10058,,Tower Beach,Tower Beach,,,beach,park,,,,,N,,UEL,Civic,,,,TOML,20230117234507,{87527929-2C2B-4AAD-8CA7-BABEF413119F},,,,,-123.256438,49.27403
VPOI10052,,University Endowment Lands,,UEL,,UEL,other,,,,,N,,UEL,,,,,TOML,20230117234507,{4B7C5831-5AE2-444C-AD84-C4464F4EBD0E},,,,,-123.245229,49.270269
VPOI10179,VAD10839,Brock Commons Residence Front Desk,Front Desk,,,,housing_student,,http://vancouver.housing.ubc.ca/residences/brock-commons/,Phone: (604) 822-1020; Email: yearround@housing.ubc.ca,,N,,Current,Anchor,,,,TOML,20230118000606,{60DE0EA6-8458-44E6-A215-BC8A7512DABF},,,,,-123.251462,49.269539
VPOI10464,,Wreck Beach,Wreck Beach,,,beach,park,,,,,,,Current,,,RACHELW,20220729170005,TOML,20230117234553,{F690C7C3-628C-4121-BE72-C4CFFF3FCB56},,,,,-123.261893,49.262279
VPOI10287,VAD10103,UBC Vantage College,Vantage College,,,,faculty/school,,https://vantagecollege.ubc.ca/,Phone: (604) 827-0337; Email: info@vantagecollege.ubc.ca,Daily: 9 am - 4 pm,N,,Current,Civic,,,,TOML,20230118000043,{C0D0B6B5-3BFE-4CC7-8026-4023DE7EE2E4},,,,,-123.250932,49.260072
VPOI10056,,Wreck Beach,Wreck Beach,,,beach,park,,,,,N,,UEL,Civic,,,,TOML,20230117234439,{F348E8EA-0EC4-45ED-AC17-98FD8E712C1D},,,,,-123.263261,49.268483
VPOI10418,,Trolley Bus Loop,UBC Loop,,,Transit,transit,,,,,N,,Current,Civic,,,,TOML,20230118000043,{B3367DAD-678D-4DD9-B8F8-A4FB71301867},,,,,-123.248129,49.26581
VPOI10062,VAD10210,Ponderosa Commons Residence Front Desk,Front Desk,,,Front Desk,housing_student,,http://vancouver.housing.ubc.ca/residences/ponderosa-commons/,Phone: (604) 822-2708; Email: yearround@housing.ubc.ca,,N,,Current,Anchor,,,,TOML,20230118000606,{DA2E8B87-E876-4A3B-AB9E-18C8967F8B90},,,,,-123.255447,49.264224
VPOI10382,VAD10181,S2G Biochemicals Inc,,,,,commercial_services,,,Phone: (604) 221-8670,M-F: 8 am - 4 pm; Sat-Sun: Closed,,,Current,Services,,GISSTUD1,20180712225738,TOML,20230117234059,{1825AC6D-AFBE-4AA6-80EF-D17CF174F42B},,,,,-123.232476,49.245269
VPOI10374,VAD10033,ETC 3 Technology Centre,Emerging Technologies Centre,,,,commercial_services,,,,,,,Current,Services,,GISSTUD1,20180713171359,TOML,20230117225329,{2CD07E4E-9548-4465-B479-91C8FFCD1FA0},,,,,-123.231037,49.250029
